,PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3:00 PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,#ERROR!,PTS OFF TO,2nd PTS,FBPs,PITP,OppPTSOFFTO,Opp2ndPTS,OppFBPs,OppPITP,BLKA,PFD,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST Ratio,OREB%,DREB%,REB%,TO Ratio,eFG%,TS%,USG%,PACE,PIE,%FGA2PT,%FGA3PT,%PTS2PT,%PTS2PTMR,%PTS3PT,%PTSFBPs,%PTSFT,%PTSOffTO,%PTSPITP,2FGM%AST,2FGM%UAST,3FGM%AST,3FGM%UAST,FGM%AST,FGM%UAST
,Shabazz Napier,POR,26,27,14,13,18.5,8.7,3.2,6.6,49.2,1,2.2,45.8,1.3,1.6,81,0.3,1.6,1.9,1.6,0.9,1.3,0.1,0.9,16.8,0,0,1.6,1.3,1.1,0.9,2.1,5.7,4.7,2.2,16.6,0.4,2.1,100.1,97.2,3,15,1.91,16.8,1.8,9.6,5.7,8.8,56.8,60.1,19.5,97.11,14.20,66.7,33.3,51.1,27.2,34.5,9.8,14.5,14.5,23.8,15,85,70.4,29.6,32.2,67.8
,Garrett Temple,SAC,31,32,11,21,25,7.8,2.8,7.3,37.6,1.4,3.8,36.4,0.9,1.3,75,0.3,2.1,2.4,1.7,1,0.9,0.6,2.2,16.8,0,0,-5.3,1.1,1,0.6,1.3,8,6.3,5.8,21.8,0.3,1.4,98.2,110.2,-12,10,1.69,16,1.5,10.2,5.6,9.5,47,49.7,15.7,97.72,5.50,48.3,51.7,35.2,18.4,52.8,7.6,12,13.6,16.8,50,50,88.6,11.4,69.3,30.7
,Jordan Bell,GSW,23,28,24,4,14.1,5.3,2.5,3.5,70.4,0,0,0,0.3,0.4,75,1.4,2.4,3.7,1.7,1,0.7,1.1,1.9,16.7,1,0,4.1,1.1,1.1,1.1,4.7,4.8,4.5,3.4,12.4,0.3,0.6,115.5,99,16.4,15.8,1.62,26.2,11.8,15.9,14.1,16.2,70.4,71.2,14.4,101.76,12.20,99,1,93.9,4.1,0,21.8,6.1,20.4,89.8,68.1,31.9,0,0,68.1,31.9
,Tyler Zeller,BKN,28,25,8,17,19.1,8.5,3.5,6,59.1,0.2,0.6,35.7,1.2,1.9,66,1.7,3.4,5.1,0.7,1.1,0.3,0.4,1.8,16.7,0,0,1.8,0.9,1.7,0.3,6.2,7,3.8,4.7,17.2,0.5,1.9,106.4,104.9,1.5,5.8,0.64,8.3,9.4,18.6,14,13,60.7,62.5,17.8,100.16,10.50,90.6,9.4,78.3,5.7,7.1,3.3,14.6,10.8,72.6,78.3,21.7,100,0,79.5,20.5
,Trey Lyles,DEN,22,29,16,13,17.7,8.8,3.2,6.2,51.9,1.2,2.6,45.9,1.1,1.6,69.6,0.9,3.3,4.2,0.9,0.7,0.4,0.3,1.1,16.6,2,0,0,1.2,1.6,0.3,3.9,6.6,3.2,3.3,16.4,0.2,1.4,106,107.4,-1.4,8.3,1.3,10.5,5.5,21.8,13.5,8.1,61.3,63.1,18.8,97.59,13.60,59.1,40.9,47.2,2.4,40.2,3.5,12.6,13.8,44.9,51.7,48.3,100,0,69.1,30.9
,Kosta Koufos,SAC,28,33,11,22,18.3,5.1,2.3,4.5,51,0,0,0,0.6,1.3,45.2,1.8,3.9,5.7,1.3,0.6,0.6,0.5,1.7,16.6,0,0,-5.5,0.4,1.2,0.1,4.4,5,5.8,3.3,16.1,0.4,1.6,94.5,109.6,-15.1,11.2,2.1,18.5,10.3,24.3,16.9,8.8,51,51.1,13.8,96.69,10.80,100,0,88.8,2.4,0,2.4,11.2,8.3,86.4,69.3,30.7,0,0,69.3,30.7
,Dwight Powell,DAL,26,34,10,24,17.9,6.5,2.6,4.8,54.6,0.3,1.2,25,1,1.4,68.8,1.5,3.4,4.9,0.9,0.7,0.7,0.4,2,16.5,1,0,2.6,0.8,1.3,0.5,4.3,5.4,4,5.4,13.1,0.3,1.9,105.4,98.4,7,8.3,1.33,13.3,9.5,21,15.3,10,57.7,60,15.6,96.42,11.80,75.5,24.5,71.5,5.4,13.6,7.2,14.9,12.2,66.1,78.5,21.5,100,0,80.9,19.1
,Mike Muscala,ATL,26,9,1,8,22.4,6.6,2.3,5.7,41.2,0.7,2.1,31.6,1.2,1.3,91.7,1.2,3.2,4.4,1,0.9,0.8,0.6,2.6,16.5,1,0,-7.2,1.9,1.9,0.2,2.4,10.1,6,6.2,20.9,0.1,1.4,91.6,106.3,-14.8,7.3,1.13,12.3,5.4,15.5,10.3,10.9,47.1,52.4,13.7,103.39,7.00,62.7,37.3,50.8,13.6,30.5,3.4,18.6,28.8,37.3,53.3,46.7,100,0,66.7,33.3
,Joe Harris,BKN,26,31,12,19,24.3,9.7,3.5,7.9,44.7,1.9,5.3,36,0.7,0.9,72.4,0.4,2.3,2.7,1.5,0.9,0.5,0.2,2,16.5,0,0,-1.5,1.3,0.9,1.2,3,9.3,6.5,5.8,23.1,0.5,0.9,105.1,109.1,-4,9.3,1.68,14.1,1.8,10.2,5.9,8.4,56.7,58,16.1,102.02,7.40,33.3,66.7,34,3.3,59,12.7,7,13,30.7,70.6,29.4,96.6,3.4,84.5,15.5
,Manu Ginobili,SAS,40,29,21,8,20.9,8.8,3.1,7.3,42.5,0.9,3.2,27.2,1.7,2,86,0.3,2,2.3,2.4,1.8,0.7,0.3,1.9,16.4,0,0,2.5,1.6,0.7,0.8,3.9,7.5,5.1,4.9,18,0.3,2,107.8,103.7,4.1,17.8,1.37,19.5,1.9,10.9,6.5,14.2,48.3,53.6,21,97.78,8.00,56.6,43.4,51.2,6.3,29.5,9.1,19.3,18.1,44.9,47.7,52.3,68,32,53.3,46.7
,Luc Mbah a Moute,HOU,31,24,20,4,25.3,6.8,2.5,5.5,45.8,1,2.8,37.3,0.8,1.1,66.7,0.5,2.8,3.4,1,1.2,1.3,0.5,1.8,16.3,0,0,6.9,1.3,0.8,1,2.9,9.5,6.3,5.6,22.6,0.7,1,111.1,97.3,13.8,5.3,0.79,11.8,2.6,12.2,7.6,14.9,55.3,57,12.4,101.37,6.40,48.9,51.1,42.9,0,46,15.3,11,19.6,42.9,62.9,37.1,96,4,76.7,23.3
,Ed Davis,POR,28,33,17,16,18.1,5,1.9,3.8,50.8,0,0,0,1.1,1.6,66.7,2.5,4.5,7,0.4,0.9,0.5,0.6,2.2,16.2,1,0,2.3,0.8,2.3,0.3,3.8,5.2,4.1,3,15.2,0.4,1.6,103.4,98.7,4.7,2.9,0.39,6.2,15.2,26.2,20.9,16.1,50.8,54.8,13.2,97.15,11.10,100,0,78,1.2,0,6.1,22,15.9,76.8,45.3,54.7,0,0,45.3,54.7
,Mike Scott,WAS,29,31,17,14,19,9.7,4,7,57.9,1,2.3,42.3,0.7,1,71,0.7,2.9,3.6,0.8,1.2,0.5,0.2,2,16.2,0,0,0.6,1.5,0.9,0.5,3.6,6.3,5.4,3.9,16.7,0.2,0.9,106.6,103.3,3.2,6.7,0.67,8.3,4.3,17.2,10.8,12.4,64.8,65.8,19.6,99.56,12.00,67.1,32.9,62.9,25.8,29.8,5.3,7.3,15.6,37.1,67.4,32.6,100,0,75.2,24.8
,D.J. Augustin,ORL,30,28,9,19,21.4,8.6,2.6,6,43.1,1.3,3.1,40.2,2.3,2.6,86.3,0.2,1.5,1.7,3.1,1.6,0.8,0,1.5,16.2,1,0,-2.9,1.8,0.3,0.7,2.1,7.8,6.1,6.5,20.9,0.5,2.2,98.4,105,-6.6,22.6,1.93,26.3,1.1,7.7,4.3,13.6,53.6,60.8,17.6,102.23,9.40,47.9,52.1,30.6,6.6,43.4,7.9,26,21.1,24,10.8,89.2,65.7,34.3,37.5,62.5
,Wayne Ellington,MIA,30,34,18,16,23,10.1,3.3,7.6,43.2,2.9,6.6,43.3,0.7,0.8,88.9,0.2,2.2,2.5,0.9,0.5,0.6,0.1,1,16.2,0,0,1.2,1.5,0.6,0.9,0.6,8.3,5.8,3.9,19.8,0.2,0.7,107.2,104.5,2.8,6.6,2,10,1.2,11.4,6.4,5,62,63.7,17,95.81,9.90,13.5,86.5,8.7,2.3,84.3,8.7,7,14.5,6.4,66.7,33.3,95.9,4.1,92,8
,Jameer Nelson,NOP,35,29,16,13,24.4,5.8,2.1,5.1,42.2,1,2.7,38.5,0.4,0.6,76.5,0.2,2.4,2.6,4.2,1.6,0.8,0.1,1.8,16.2,0,0,-0.3,0.7,0.2,0.4,1.4,9.7,7,4.9,21.5,0.2,1,107.2,106.7,0.5,23.6,2.65,37.8,1.2,10.6,6.1,14.3,52.4,54.1,12.7,100.33,7.10,46.9,53.1,38.3,14.4,53.9,7.8,7.8,12.6,24,31.3,68.8,66.7,33.3,48.4,51.6
,Gorgui Dieng,MIN,28,31,19,12,17.9,6.2,2.4,4.9,47.7,0.3,0.9,27.6,1.2,1.6,77.6,1.4,3.4,4.8,1.3,0.9,0.8,0.3,2,16.1,1,0,-1.5,1,1.1,0.4,2.1,6.9,4.2,4.8,16,0.4,1.4,106.7,110,-3.4,10.4,1.34,16.1,9.1,22.8,15.8,12,50.3,55,16.4,97.63,9.60,81,19,67.7,34.4,12.5,6.3,19.8,16.1,33.3,76.9,23.1,100,0,79.5,20.5
,Omri Casspi,GSW,29,30,24,6,16.3,6.9,2.7,4.4,60.9,0.3,0.5,56.3,1.2,1.6,75,0.7,3.8,4.5,1.1,0.6,0.3,0.5,1.6,16,2,0,2.5,1.5,1,1.2,4.5,5.4,4.7,4.5,15.1,0.3,1.3,107.6,98.9,8.7,10.1,1.79,16.4,5.2,23.4,15.2,9.2,64.3,67.2,15.7,101.36,13.40,88,12,69.6,4.8,13,17.4,17.4,21.3,64.7,83.3,16.7,100,0,85.2,14.8
,Devin Harris,DAL,34,29,10,19,18.5,8.3,2.6,6.4,40.5,0.8,2.6,32.4,2.3,2.7,83.5,0.3,1.7,1.9,2,1.1,1,0.2,2.5,16,0,0,3.9,1.5,0.3,1.1,3.4,5.7,4.4,5.5,13.4,0.3,2.8,110.4,100.7,9.6,16,1.79,18.9,1.7,9.8,5.9,10.6,47,54.6,21.6,97.33,7.80,60,40,42.5,1.7,30,13.8,27.5,17.9,40.8,62.7,37.3,79.2,20.8,68,32
,Kyle Korver,CLE,36,34,24,10,22.7,10.3,3.4,7.1,48.1,2.4,5.5,44.6,1,1.1,87.2,0.1,1.9,2,1.1,0.7,0.4,0.4,1.8,16,0,0,7,1.3,0.7,0.6,1,6.5,5.7,4.2,19.2,0.2,1.1,114.8,102,12.9,6.8,1.48,11.5,0.8,8.7,5.1,7.8,65.2,67.5,16.4,99.56,8.80,23.5,76.5,19.4,9.7,70.9,5.4,9.7,12.3,9.7,100,0,95.2,4.8,96.6,3.4
,Amir Johnson,PHI,30,31,15,16,15.5,4.8,2,3.7,53,0.1,0.5,21.4,0.7,1.3,59,1.8,3.1,4.9,1.3,1,0.7,0.7,2.8,15.9,1,0,-1.9,0.5,1.1,0.2,3.7,6.6,3.7,3.6,14.7,0.5,1.2,99.9,104.3,-4.4,11.9,1.32,20.1,12.8,21.1,17,15.2,54.3,56,14.1,103.95,8.60,87.8,12.2,78.4,1.4,6.1,4.1,15.5,11.5,77,67.2,32.8,100,0,68.9,31.1
,Jerryd Bayless,PHI,29,27,12,15,26.2,9.2,3.1,7.7,40.6,1.7,4.6,36.6,1.3,1.6,79.5,0.3,2,2.3,1.6,1.3,0.7,0.2,2.6,15.8,0,0,-1.3,1,1.4,1,2.4,10.4,6.5,5.1,23.2,0.6,1.5,103.5,105.2,-1.7,8.5,1.2,13.8,1.2,8.1,4.7,11.5,51.4,54.8,15.6,102.84,5.10,40.6,59.4,31.5,4.8,54.4,10.9,14.1,10.9,26.6,76.9,23.1,100,0,89.3,10.7
,Tony Snell,MIL,26,27,15,12,31.1,8.3,3,6.1,49.7,1.6,3.7,44,0.6,0.9,69.6,0.1,2.1,2.2,1.6,0.5,0.6,0.4,1.6,15.8,0,0,0.9,1.9,0.6,0.9,2.4,9.8,8.6,4,27.6,0.2,0.6,109.8,107.4,2.4,6.9,3.31,18.6,0.6,7.9,4.3,5.6,63,64,10.2,98.61,6.30,39.4,60.6,33.9,5.4,58.9,10.3,7.1,22.3,28.6,65.8,34.2,100,0,84.1,15.9
,Jae Crowder,CLE,27,34,24,10,26,8.8,3,7.3,40.6,1.2,3.8,32,1.6,1.8,90.2,0.9,2.2,3.1,1,0.9,0.7,0.1,2.3,15.7,0,0,0.1,1.9,1.5,0.7,2.8,8.8,6.6,6.1,25.4,0.4,1.5,111.6,111.4,0.2,5.6,1.21,10.3,3.8,9.9,6.9,8.5,48.8,54,15.5,98.48,5.00,48.6,51.4,40.3,8.1,41.3,8.1,18.5,21.8,32.2,85,15,92.7,7.3,88.1,11.9
,Al Jefferson,IND,33,12,5,7,12.5,6.5,2.8,5.2,54.8,0,0.1,0,0.8,1,83.3,1,3.1,4.1,0.9,0.7,0.6,0.6,1.8,15.6,0,0,-1.8,0.7,1.2,0.2,4,3.5,3.9,2.1,12.3,0.4,0.9,101.8,109.2,-7.4,12.5,1.38,12.7,8.9,28.7,18.6,9.3,54.8,58,21.9,101.82,14.80,98.4,1.6,87.2,25.6,0,2.6,12.8,10.3,61.5,61.8,38.2,0,0,61.8,38.2
,CJ Miles,TOR,30,25,17,8,18.3,9.6,3.2,8.1,39.6,2.2,6,37.1,1,1.1,89.3,0.2,1.6,1.8,0.6,0.5,0.8,0.4,1.8,15.6,0,0,1.3,1.4,0.6,0.8,1.5,5.1,5.3,4.7,17.4,0.3,0.9,105.1,103.3,1.8,5.6,1.23,6.6,1.2,9.9,5.4,5.3,53.5,56.2,21.4,100.94,8.30,25.2,74.8,19.9,4.1,69.7,8.3,10.4,14.9,15.8,54.2,45.8,91.1,8.9,80,20
,Dillon Brooks,MEM,22,34,10,24,27.9,8,3.1,6.8,45.3,0.9,2.5,36.5,0.9,1.1,78.9,0.5,2.4,3,1.1,1.2,0.8,0.4,3.3,15.6,0,0,-1.7,1.3,0.8,1.4,3.7,8.7,6.3,7.1,22.4,0.5,1.4,101,104.4,-3.4,6.6,0.95,11.9,2.2,10.4,6.2,12.5,51.9,54.5,14.3,94.54,4.70,63.4,36.6,54.6,8.1,34.3,17.3,11.1,16.6,46.5,63.5,36.5,100,0,74.3,25.7
,Kenneth Faried,DEN,28,25,13,12,16,6.6,2.7,4.8,55.4,0,0,0,1.3,1.8,71.1,2.2,3,5.2,0.7,0.8,0.3,0.5,1.7,15.5,3,0,-2,1,1.7,1.2,5,7.5,3.7,4.8,17.4,0.2,1.8,105.1,111.4,-6.3,7,0.85,9.6,14.9,21.7,18.1,11.2,55.4,58.9,17.2,97.75,11.40,99.2,0.8,80.7,4.8,0,18.7,19.3,15.1,75.9,67.2,32.8,0,0,67.2,32.8
,Frank Mason,SAC,23,26,8,18,18.8,7.8,2.7,7.2,38,0.7,1.5,42.5,1.7,2.2,77.2,0.5,1.7,2.2,3,1.3,0.5,0.2,1,15.5,0,0,-0.2,1.3,0.7,0.7,2.8,5.5,4.6,3.8,16.8,0.4,1.7,104.9,105.7,-0.8,23.8,2.2,23.8,3.1,10.6,6.8,10.8,42.5,47.9,23.1,95.41,8.50,78.6,21.4,53.2,16.7,25.1,8.4,21.7,16.7,36.5,20.4,79.6,52.9,47.1,28.2,71.8
,Andrew Harrison,MEM,23,28,8,20,20.3,7.2,2.3,6,38.9,0.7,2.2,32.8,1.8,2.3,79.7,0.5,1.5,2,2.4,1.2,0.7,0.4,2.2,15.4,0,0,-4,1,0.4,0.9,2.8,5.3,4.8,6.3,16.2,0.5,2.5,99.8,110.4,-10.6,20.5,2.03,22.7,2.8,9.4,5.9,11.2,44.9,51.5,18.8,92.94,7.20,63.5,36.5,44.8,6,29.9,12.9,25.4,13.4,38.8,15.6,84.4,75,25,33.8,66.2
,Frank Ntilikina,NYK,19,30,16,14,20.6,5.8,2.2,6,36.7,0.6,1.9,33.9,0.8,1,74.2,0.4,1.6,2.1,3.2,1.9,1.3,0.1,2.5,15.4,0,0,-0.2,1,0.4,0.3,1.2,8.2,6,3.4,15.8,0.2,1.2,103.3,103.4,-0.1,23,1.68,27.7,2.4,8.9,5.7,16.4,41.9,44.9,17.9,98.12,5.40,68.9,31.1,54,33.3,32.8,4.6,13.2,16.7,20.7,23.4,76.6,73.7,26.3,37.9,62.1
,Fred VanVleet,TOR,23,32,23,9,17.7,6,2.2,5.8,38.2,0.8,2.5,33.3,0.8,0.9,85.7,0.2,1.7,1.9,2.9,0.9,0.9,0.2,1.6,15.1,0,0,3.9,1.3,0.5,0.9,2.6,5.2,5.3,3.2,15.9,0.4,1.4,107.3,96.1,11.2,23.7,3.32,29.1,1.4,11,6.2,8.8,45.4,48.7,17.7,98.89,9.30,56.5,43.5,45.6,2.1,42,15,12.4,21.2,43.5,11.4,88.6,74.1,25.9,35.2,64.8
,Jamal Crawford,MIN,37,34,21,13,18.3,9.9,3.5,8.4,42.1,1.3,3.6,36.1,1.6,1.7,94.7,0.2,0.9,1,2.3,1.2,0.5,0.1,1.1,15.1,0,0,-1.7,1.3,0.9,0.5,1.8,7.3,4.4,4.7,17.7,0.2,1.6,106.4,111.6,-5.1,20.1,1.93,18,1.1,5.8,3.4,9.4,49.8,54.5,25.1,98.68,8.90,57.2,42.8,45,26.6,39.1,4.7,16,13.3,18.3,28.9,71.1,72.7,27.3,45,55
,Brandan Wright,MEM,30,19,8,11,14.7,5.6,2.3,4,57.9,0,0,0,0.9,1.4,66.7,1.1,2.5,3.6,0.3,0.2,0.5,1.1,1.2,14.9,0,0,1.9,0.8,1.1,0.9,4.4,3.4,3.8,2.6,10.9,0.3,1.2,102.6,94.9,7.7,3.6,1.5,6.1,8.4,18.7,13.5,4.1,57.9,60.3,14.8,97.7,15.10,100,0,83,3.8,0,16,17,15.1,79.2,81.8,18.2,0,0,81.8,18.2
,Aron Baynes,BOS,31,37,27,10,18.1,5.9,2.5,5,49.2,0,0.1,0,0.9,1.3,72.9,1.6,3.4,5,0.8,1,0.3,0.6,2.2,14.9,1,0,3,0.5,1.5,0.1,3.6,4.7,3.3,2.8,15.2,0.3,1.5,102.7,94.9,7.7,6.9,0.81,11,9.7,20.7,15.2,13.5,49.2,52.6,16.3,96.87,8.80,97.3,2.7,83.9,23,0,0.9,16.1,8.8,60.8,71.4,28.6,0,0,71.4,28.6
,Norman Powell,TOR,24,28,19,9,19.5,8,3,7,42.3,1,3.2,31.5,1,1.2,85.3,0.2,1.8,2,1.6,1.4,0.9,0.3,2.2,14.9,0,0,0.7,1.8,0.6,1.5,3.7,7.2,5.6,4.8,17.5,0.6,1.1,104.8,103,1.8,12.3,1.15,15.5,1.3,10.4,5.9,13.5,49.5,52.9,20.3,100.51,6.40,54.6,45.4,49.3,2.7,37.7,18.8,13,22,46.6,29.1,70.9,92.9,7.1,50.6,49.4
,Zaza Pachulia,GSW,33,25,19,6,14.3,5,2,3.6,56,0,0,0,0.9,1.2,79.3,1.1,3.7,4.8,1.6,1.3,0.8,0.2,1.7,14.8,0,0,6.4,0.6,0.8,0.5,3.8,4.7,3.3,4.6,13,0.6,1.2,116.6,96,20.7,12.8,1.22,22.3,9.9,26,18.8,18.3,56,60.2,16.1,105.1,10.60,100,0,81.6,6.4,0,9.6,18.4,12.8,75.2,84.3,15.7,0,0,84.3,15.7
,Jonathan Isaac,ORL,20,15,8,7,19,5.3,2,4.9,40.5,0.3,1.2,27.8,0.9,1.2,77.8,0.8,2.9,3.7,0.7,1,0.7,1,1.7,14.8,0,0,-2.8,1,0.9,0.3,2.8,7.6,4.9,4.4,18.4,0.2,1.6,98.2,101.4,-3.3,5.8,0.73,10.2,4.8,16.5,10.9,13.9,43.9,48.2,15.2,101.91,6.80,75.7,24.3,63.3,10.1,19,5.1,17.7,19,53.2,60,40,100,0,66.7,33.3
,Jarrett Allen,BKN,19,24,9,15,16.8,5.5,2.2,4.3,52,0,0.2,25,1,1.3,78.1,1.7,2.5,4.1,0.4,0.6,0.5,0.9,1.9,14.7,0,0,-3.5,0.8,1.9,0.4,4.3,5.7,5.1,3,16.5,0.8,1,99.4,108.3,-8.9,4,0.67,7.1,10.3,15.6,12.9,10.6,52.5,56.9,13.9,101.22,8.90,96.1,3.9,78.8,1.5,2.3,7.6,18.9,14.4,77.3,73.1,26.9,100,0,73.6,26.4
,Skal Labissiere,SAC,21,29,10,19,15.8,7,2.8,6.4,43.3,0.1,0.3,40,1.3,1.6,80.4,1.2,2.6,3.8,0.7,1,0.4,0.6,2,14.6,1,0,-2,0.5,1.4,0.2,3.9,4.8,4.7,3.8,15.2,0.3,1.8,100.1,107.8,-7.7,6.9,0.69,7.8,8.3,18.5,13.2,11.3,44.4,49,22.8,97.44,8.10,94.7,5.3,75.9,19.7,5.9,3.4,18.2,7.4,56.2,46.8,53.2,100,0,49.4,50.6
,Maurice Harkless,POR,24,27,15,12,22.4,5.6,2.2,5.1,42.8,0.4,1.6,28.6,0.7,1,74.1,0.9,2.3,3.1,0.7,0.8,0.7,0.9,1.6,14.6,0,0,-0.7,1,1.3,0.7,3.4,8.3,5.7,4.3,20.8,0.4,0.9,100.3,101.7,-1.4,4.4,0.86,9.5,4.3,11.1,7.7,11.1,47.1,50,12.4,99.38,5.90,69.6,30.4,62.7,1.3,24,12,13.3,18.7,61.3,72.3,27.7,100,0,78,22
,Nene,HOU,35,24,18,6,15.1,7.2,2.8,4.6,60,0,0.1,0,1.7,2.4,70.7,0.9,2.4,3.3,1,1,0.5,0.4,2.6,14.3,0,0,5,1,0.8,0.5,4.7,5.7,4,3,11.8,0.4,1.7,115.4,99.2,16.2,10,0.96,12.6,7,18,12.6,13.1,60,63.8,18.8,104.91,9.60,98.2,1.8,76.3,11.6,0,6.9,23.7,13.9,64.7,87.9,12.1,0,0,87.9,12.1
,Montrezl Harrell,LAC,23,27,11,16,12.4,7.2,2.9,4.7,60.9,0,0,0,1.4,2,70.4,1.2,2,3.2,0.8,0.5,0.3,0.5,1.1,14.2,0,0,1.3,0.9,1.6,1,5.5,3.5,3.4,3.3,9.9,0.3,1.4,108,102.6,5.4,10.3,1.5,11.2,11.4,16.9,14.3,7.5,60.9,63.9,22,98.47,15.30,100,0,80.4,4.1,0,13.9,19.6,11.9,76.3,60.3,39.7,0,0,60.3,39.7
,JaKarr Sampson,SAC,24,6,1,5,17,5,2.2,3.7,59.1,0.3,0.5,66.7,0.3,0.3,100,1.3,3.7,5,0.3,0.3,0.3,0.7,2.8,14.2,0,0,1.8,1.2,1.3,0,3.3,5.3,3,3.7,13,0,0.7,104.5,98.1,6.4,2.9,1,7.4,9.2,22.4,16.2,7.4,63.6,65.6,11.4,93.57,9.60,86.4,13.6,73.3,6.7,20,0,6.7,23.3,66.7,63.6,36.4,100,0,69.2,30.8
,Noah Vonleh,POR,22,23,12,11,18.4,4.2,1.7,3.3,52.6,0,0,0,0.7,1,73.9,1.5,4.9,6.3,0.5,0.6,0.3,0.5,1.7,14.2,1,0,0.1,0.3,1.3,0,2.6,6.3,4.1,3.5,15.5,0.3,1.1,101.1,100.7,0.4,4.1,0.86,10.7,9.3,29,19.4,12.5,52.6,56.3,10.6,97.93,10.30,100,0,82.5,20.6,0,0,17.5,7.2,61.9,55,45,0,0,55,45
,Maxi Kleber,DAL,25,29,8,21,19,6.1,2.5,4.6,54.5,0.6,1.7,32.7,0.6,0.8,70.8,1.2,2.4,3.6,0.6,0.3,0.3,0.8,1.6,14.1,0,0,-1.6,0.7,0.8,0.3,3.4,4.9,4.1,6.4,16.4,0.1,1,101.3,104.5,-3.2,4.9,1.7,10,6.5,15.2,10.5,5.9,60.6,62.1,12.9,95.54,8.70,62.9,37.1,63.3,6.8,27.1,4.5,9.6,11.3,56.5,73.2,26.8,100,0,79.2,20.8
,Doug McDermott,NYK,26,33,17,16,24,8.5,3.3,6.9,48.2,1.2,2.8,42.9,0.6,0.8,74.1,0.6,2,2.6,1,0.6,0.2,0.3,1.6,14.1,0,0,-0.6,1.5,1.4,0.4,3.4,9.7,7.1,4.2,19.2,0.4,0.9,102.2,104.2,-2,6.2,1.57,11.2,3.1,9.3,6.3,7.1,56.8,58.2,14.4,98.79,7.50,60.1,39.9,50.9,10.8,41.9,4.3,7.2,17.6,40.1,83.1,16.9,100,0,89.1,10.9
,Matt Costello,SAS,24,1,1,0,10.6,2,1,1,100,0,0,0,0,0,0,0,5,5,0,0,0,2,3,14,0,0,7,0,0,0,2,6,8,2,14,0,0,147.6,106.6,41,0,0,0,0,41.7,29.4,0,100,100,4.5,98.85,9.00,100,0,100,0,0,0,0,0,100,100,0,0,0,100,0
,Jonas Jerebko,UTA,30,30,12,18,17.8,6.6,2.4,5.1,47.7,1,2.4,43.7,0.7,0.8,91.3,1.1,2.8,3.9,0.7,0.4,0.5,0.2,2.1,14,0,0,1.1,1.4,1.3,0.8,2.7,5.4,4.3,2.9,15.3,0.3,0.9,109.2,106.1,3.1,6.3,1.69,11.1,6.5,19,12.4,6.6,57.8,60.7,14.9,95.95,9.20,53.6,46.4,42.4,2,47,12.6,10.6,21.2,40.4,57.1,42.9,100,0,75.3,24.7
,James Ennis III,MEM,27,32,9,23,23.6,6.9,2.4,4.8,50.6,0.6,1.9,32.8,1.4,1.5,89.8,1.2,2.3,3.5,1.1,0.9,0.6,0.2,1.8,14,1,0,-2.3,2.2,1.5,2,3.2,7.2,5.9,6.2,20.8,0.2,1.3,100.5,104.8,-4.3,7.4,1.13,14.2,6,11.7,8.8,12.5,57.1,62.7,12.5,95.57,8.10,60.4,39.6,52.7,6.4,27.3,29.5,20,31.8,46.4,65.5,34.5,100,0,74.4,25.6
,Dante Cunningham,NOP,30,32,17,15,23.1,5.6,2.1,5,42.8,0.8,2.5,33.3,0.5,0.8,57.7,1.1,3.1,4.2,0.7,0.3,0.5,0.3,1.8,13.8,0,0,0.7,0.9,1.2,0.6,2.4,8.8,5.8,6.8,21.6,0.3,0.8,107.9,104.3,3.6,3.7,2.33,10.5,5.1,14.3,9.8,4.5,51.3,52.2,10.5,102.87,5.70,49.1,50.9,46.1,3.4,45.5,11.2,8.4,16.3,42.7,87.8,12.2,96.3,3.7,91.2,8.8
,Jahlil Okafor,BKN,22,3,1,2,15.9,6.7,3,6.7,45,0,0.7,0,0.7,1.3,50,1.7,2.7,4.3,0.3,1.7,0.3,0.7,3,13.7,0,0,-14,0.7,1.3,0,4,11,5,6.3,20,0.3,1,88,127.3,-39.3,4.2,0.2,3.6,10.6,22.9,15.9,18,45,46,24.5,103.43,3.40,90,10,90,30,0,0,10,10,60,22.2,77.8,0,0,22.2,77.8
,Ekpe Udoh,UTA,30,32,15,17,15.9,2.8,1,2.1,47.1,0,0,0,0.8,1.1,75,1.2,1.5,2.6,1.2,0.4,0.7,1.3,2.2,13.6,0,0,2.3,0.5,0.6,0.4,2,4.8,3.6,2.3,14.3,0.2,1.2,108,100.5,7.5,10.3,2.92,28.2,8.4,11.8,10,9.6,47.1,54.3,8.8,97.03,6.10,100,0,70.3,0,0,14.3,29.7,17.6,70.3,81.3,18.8,0,0,81.3,18.8
,Michael Carter-Williams,CHA,26,22,7,15,16.6,4.5,1.2,4.4,26.8,0.3,1,27.3,1.8,2.3,80,0.7,2.1,2.9,2.4,1.4,0.7,0.4,2.2,13.6,0,0,-3.5,0.7,0.3,0.2,1.5,4.6,3,3.6,14.9,0.3,2.5,97.3,106,-8.7,23.6,1.77,26.2,4.4,15.5,9.5,14.9,29.9,41.2,17.7,99.63,5.50,77.3,22.7,40.8,6.1,18.4,4.1,40.8,15.3,34.7,35,65,100,0,50,50
