,PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3:00 PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,#ERROR!,PTS OFF TO,2nd PTS,FBPs,PITP,OppPTSOFFTO,Opp2ndPTS,OppFBPs,OppPITP,BLKA,PFD,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST Ratio,OREB%,DREB%,REB%,TO Ratio,eFG%,TS%,USG%,PACE,PIE,%FGA2PT,%FGA3PT,%PTS2PT,%PTS2PTMR,%PTS3PT,%PTSFBPs,%PTSFT,%PTSOffTO,%PTSPITP,2FGM%AST,2FGM%UAST,3FGM%AST,3FGM%UAST,FGM%AST,FGM%UAST
,Darrell Arthur,DEN,29,4,2,2,9.6,1.8,0.8,3.3,23.1,0.3,2.3,11.1,0,0,0,0.3,1,1.3,0.3,1.8,0.5,0,1.5,3.4,0,0,-5.3,0.8,0,0,0,4.3,4.5,0.5,9.5,0,0.3,99.4,122.1,-22.7,3.6,0.14,4.8,2.7,12.5,7.2,33.3,26.9,26.9,22.9,104.09,-5.20,30.8,69.2,57.1,57.1,42.9,0,0,42.9,0,100,0,100,0,100,0
,Darrun Hilliard,SAS,24,5,5,0,9.1,0.6,0.2,1.8,11.1,0,0.6,0,0.2,0.4,50,0,0.8,0.8,0.8,0.6,0.4,0,0.8,3.4,0,0,1.2,0,0,0,0.4,3.6,3.4,2.6,9.6,0.2,0.2,114.8,109.2,5.6,10.5,1.33,23.7,0,10.3,5,17.8,11.1,15.2,12.7,97.19,-1.70,66.7,33.3,66.7,0,0,0,33.3,0,66.7,0,100,0,0,0,100
,Troy Williams,HOU,23,4,3,1,4.2,1.3,0.5,2.3,22.2,0,1.3,0,0.3,0.8,33.3,0.3,0.8,1,0.3,0.3,0.3,0,0.5,3.3,0,0,-5.3,0,0,0,0.5,3,0.5,1.3,5,0,0.5,73,132.3,-59.4,14.3,1,8.1,4.3,21.4,10.8,8.1,22.2,24.2,25.9,100.56,-2.30,44.4,55.6,80,40,0,0,20,0,40,0,100,0,0,0,100
,Gordon Hayward,BOS,27,1,0,1,5.3,2,1,2,50,0,1,0,0,0,0,0,1,1,0,0,0,0,1,3.2,0,0,3,0,0,0,2,2,2,2,2,0,0,100,87.2,12.8,0,0,0,0,20,10,0,50,50,15.4,102.03,4.80,50,50,100,0,0,0,0,0,100,100,0,0,0,100,0
,Naz Mitrou-Long,UTA,24,1,0,1,0.5,3,1,1,100,1,1,100,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,266,0,266,0,0,0,0,0,0,0,150,150,53.2,133.78,60.00,0,100,0,0,100,0,0,0,0,0,0,100,0,100,0
,Bruno Caboclo,TOR,22,2,2,0,3.3,0,0,1,0,0,1,0,0,0,0,0,0.5,0.5,0.5,0,0.5,0,0.5,2.9,0,0,5,0,0,0,0,0,0,0,1,0,0,120.1,43.2,76.9,16.7,0,33.3,0,10,5.6,0,0,0,10.9,97.63,0.00,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
,Vincent Hunter,MEM,23,4,0,4,1.9,1.5,0.8,1.3,60,0,0,0,0,0,0,0.5,0.3,0.8,0,0.3,0,0.3,0,2.9,0,0,1.5,0,0.5,0,1,0.5,0,0.5,0.5,0,0,98.3,93.2,5.1,0,0,0,25,20,23.1,16.7,60,60,26.9,101.1,25.00,100,0,100,33.3,0,0,0,0,66.7,100,0,0,0,100,0
,Tony Bradley,UTA,20,8,5,3,3.5,1,0.4,1.4,27.3,0,0.1,0,0.3,0.3,100,0.5,0.9,1.4,0.1,0,0,0,0.1,2.8,0,0,0.1,0,0.5,0,0.8,0.4,0.9,0.9,1.5,0.1,0.1,103.7,99.1,4.6,5.9,0,7.8,11.8,29.2,19,0,27.3,33.7,18.3,98.29,9.50,90.9,9.1,75,0,0,0,25,0,75,66.7,33.3,0,0,66.7,33.3
,Demetrius Jackson,PHI,23,12,9,3,5.2,0.7,0.3,1.2,28.6,0,0.5,0,0,0,0,0.3,0.6,0.9,0.4,0.8,0.3,0.1,0.5,2.8,0,0,-2.3,0.3,0.2,0,0.7,2.2,0.6,0.3,3.8,0.2,0.1,78.7,97.4,-18.6,15.6,0.5,17.2,6.1,13,9.2,34.5,28.6,28.6,17.4,95.9,0.30,57.1,42.9,100,0,0,0,0,50,100,25,75,0,0,25,75
,Richard Jefferson,DEN,37,9,5,4,6.4,1.2,0.4,1.4,30.8,0.1,0.6,20,0.2,0.6,40,0,0.3,0.3,0.8,0,0,0,0.3,2.8,0,0,-3,0.2,0,0,0.7,2.9,1.9,1.8,6,0.1,0.4,90.4,116.4,-26,20.6,0,31.5,0,5.8,2.8,0,34.6,36.2,11.7,98.54,3.10,61.5,38.5,54.5,0,27.3,0,18.2,18.2,54.5,33.3,66.7,100,0,50,50
,Alex Caruso,LAL,23,6,2,4,8.5,0.7,0.3,0.8,40,0,0,0,0,0,0,0,0.7,0.7,1,0.7,0,0.2,0.8,2.8,0,0,-2.7,0.3,0,0,0.3,6,2.8,4.7,11.3,0,0,102.8,115.3,-12.5,14.3,1.5,40,0,11.4,5.3,26.7,40,40,7.2,109.16,1.10,100,0,100,50,0,0,0,50,50,50,50,0,0,50,50
,Alfonzo McKinnie,TOR,25,9,8,1,3.6,1.2,0.4,0.8,57.1,0.1,0.4,25,0.2,0.3,66.7,0,0.6,0.6,0.1,0.1,0.1,0.1,0.7,2.6,0,0,1.6,0,0,0,0.7,0.9,1.2,0.7,3.3,0,0.3,134.7,101.6,33.1,3.3,1,9.7,0,16.1,9.8,9.7,64.3,66.1,13.7,99.22,5.60,42.9,57.1,54.5,0,27.3,0,18.2,0,54.5,100,0,100,0,100,0
,Damien Wilkins,IND,38,16,9,7,6.1,1.1,0.5,1.4,34.8,0,0.6,0,0.1,0.1,50,0.3,0.4,0.7,0.4,0.3,0.1,0,0.3,2.6,0,0,-0.4,0.1,0.4,0.1,0.9,1.5,1.5,1.3,7.3,0,0.1,103.3,109.8,-6.6,7.7,1.5,17.7,4.2,8.4,6.1,11.8,34.8,35.6,12,98.72,2.40,60.9,39.1,94.1,11.8,0,5.9,5.9,5.9,82.4,25,75,0,0,25,75
,Alex Poythress,IND,24,10,5,5,5,1,0.4,1,40,0.2,0.4,50,0,0,0,0.2,0.5,0.7,0.1,0.1,0.1,0.1,0.6,2.5,0,0,1.5,0,0,0,0.4,0.9,1.8,0.9,5.2,0,0.1,116.1,99.9,16.3,2.4,1,8.3,5.1,13.2,9.1,8.3,50,50,10.2,94.91,3.20,60,40,40,0,60,0,0,0,40,100,0,100,0,100,0
,Terrance Ferguson,OKC,19,20,11,9,7.1,1.4,0.6,1.6,38.7,0.1,0.8,13.3,0.1,0.1,50,0.2,0.2,0.4,0.1,0.2,0.3,0.1,0.9,2.5,0,0,-0.7,0.2,0,0.3,0.5,2.6,1.1,1.5,5.9,0.1,0.2,97.3,105.2,-7.9,1.1,0.25,2.7,2.3,4.1,3,10.8,41.9,42.3,11.3,93.31,-0.70,51.6,48.4,74.1,37,22.2,22.2,3.7,14.8,37,80,20,100,0,83.3,16.7
,Marcus Paige,CHA,24,1,1,0,2.9,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2.4,0,0,-7,0,0,0,0,0,0,0,4,0,0,0,116.7,-116.7,0,0,0,0,66.7,22.2,0,0,0,28.6,90.51,0.00,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Mangok Mathiang,CHA,25,3,2,1,3.5,0,0,0.7,0,0,0,0,0,0,0,0.3,1.7,2,0,0,0,0,0.7,2.4,0,0,-0.7,0,0,0,0,1.3,0,0.7,3.3,0,0,76.8,85,-8.2,0,0,0,10,38.5,26.1,0,0,0,7.9,108.72,4.30,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Josh Smith,NOP,32,3,2,1,3.9,0.7,0.3,1.3,25,0,0,0,0,0,0,1,0.3,1.3,0,0,0,0,1,2.3,0,0,-3.3,0,0,0,0.7,0.7,0,0,2.7,0,0,77.5,103.7,-26.2,0,0,0,15.8,14.3,15.4,0,25,25,13.1,106.54,-4.50,100,0,100,0,0,0,0,0,100,0,100,0,0,0,100
,Jalen Jones,DAL,24,4,1,3,4.8,1.3,0.3,1,25,0.3,0.3,100,0.5,0.5,100,0,0.8,0.8,0,0,0,0,0.5,2.2,0,0,-1.8,0,0,0,0,3,1,2.8,4.5,0,0.3,106,135.9,-30,0,0,0,0,21.4,8.6,0,37.5,51.2,10.1,98.35,3.40,75,25,0,0,60,0,40,0,0,0,0,100,0,100,0
,Ike Anigbogu,IND,19,6,3,3,2.9,0.7,0.2,0.8,20,0,0,0,0.3,0.3,100,0.3,0.3,0.7,0,0.3,0.2,0.2,0.2,2.1,0,0,-0.3,0,0.3,0,0,0.7,0.3,1.3,5,0.3,0.2,118.6,125.4,-6.8,0,0,0,12.5,13.3,12.9,25.4,20,34,18.2,98.54,2.10,100,0,50,50,0,0,50,0,0,100,0,0,0,100,0
,Milton Doyle,BKN,24,1,0,1,1.7,2,0,1,0,0,0,0,2,2,100,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,1,51.5,66.7,-15.1,0,0,0,0,0,0,0,0,53.2,48.5,99.07,100.00,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0
,Cole Aldrich,MIN,29,6,3,3,2.1,0.5,0.2,0.5,33.3,0,0,0,0.2,0.3,50,0,0.2,0.2,0.2,0,0.3,0,0.3,2,0,0,-0.7,0,0,0,0.3,1.2,1.3,0.3,1.7,0,0.2,100.9,121.6,-20.7,10,0,20.5,0,11.1,4.8,0,33.3,38.7,12.2,100.93,3.70,100,0,66.7,0,0,0,33.3,0,66.7,100,0,0,0,100,0
,Udonis Haslem,MIA,37,7,3,4,5.8,0.3,0.1,0.4,33.3,0,0.1,0,0,0,0,0.3,0.4,0.7,0.4,0.3,0,0.1,0.3,1.9,0,0,1.7,0,0,0,0.3,1.1,1.9,0.6,4.3,0,0.3,112.7,92.5,20.2,10.7,1.5,37.5,6.1,8.3,7.2,25,33.3,33.3,6.1,90.32,2.70,66.7,33.3,100,0,0,0,0,0,100,100,0,0,0,100,0
,Marcus Georges-Hunt,MIN,23,15,10,5,3.8,0.8,0.3,0.7,50,0.1,0.3,25,0.1,0.3,25,0.1,0.1,0.1,0.2,0.1,0.2,0,0.7,1.7,0,0,0.1,0.3,0,0.3,0.4,0.7,1.8,0.5,2.8,0,0.3,115.4,114.1,1.3,6.8,1.5,17.9,2.1,2.2,2.2,11.9,55,51,11.2,93.34,-0.20,60,40,66.7,16.7,25,41.7,8.3,41.7,50,75,25,100,0,80,20
,Matt Williams Jr.,MIA,24,2,1,1,2.5,1.5,0.5,1,50,0.5,1,50,0,0,0,0,0.5,0.5,0,0.5,0,0,0,1.6,0,0,3.5,0,0,0,0,0,1,0,2,0,0,157.7,67.8,89.8,0,0,0,0,16.7,14.3,33.3,75,75,33.8,92.16,10.80,0,100,0,0,100,0,0,0,0,0,0,100,0,100,0
,Ivan Rabb,MEM,20,3,1,2,1.8,0.7,0.3,1,33.3,0,0,0,0,0,0,0.3,0,0.3,0.3,0,0,0,0,1.6,0,0,-1,0,0.7,0,0.7,0,0,0.7,1.3,0,0.3,93.2,177.7,-84.6,25,0,25,16.7,0,11.1,0,33.3,33.3,20.2,95.05,6.50,100,0,100,0,0,0,0,0,100,0,100,0,0,0,100
,Khem Birch,ORL,25,5,2,3,2.4,0.8,0.4,1,40,0,0,0,0,0,0,0.4,0,0.4,0.2,0,0,0,0.6,1.6,0,0,-1.4,0,0,0,0.8,0.6,0.4,0,0.8,0,0,71.6,116.7,-45.1,20,0,16.7,15.4,0,8.7,0,40,40,17.5,95.88,0.00,100,0,100,0,0,0,0,0,100,100,0,0,0,100,0
,Charles Cooke,NOP,23,6,3,3,3,1,0.3,1.3,25,0.2,0.7,25,0.2,0.3,50,0,0,0,0.2,0.2,0.2,0,0,1.6,0,0,-1,0,0,0,0.3,0.8,0.3,0.3,2.7,0.2,0.2,87.5,114.8,-27.3,10,1,9.2,0,0,0,9.2,31.3,33.8,22,97.85,0.00,50,50,33.3,0,50,0,16.7,0,33.3,0,100,100,0,50,50
,Monte Morris,DEN,22,1,1,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.5,0,0,-4,0,0,0,0,2,2,0,4,0,1,50,84.1,-34.1,100,0,50,0,0,0,0,0,0,16.7,114.56,0.00,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
,Ryan Arcidiacono,CHI,23,1,0,1,5.3,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,1.5,0,0,-9,0,0,0,0,2,0,2,6,0,0,75,159,-84,25,0,33.3,0,0,0,0,0,0,15.4,105.27,-8.20,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
,Kadeem Allen,BOS,25,3,1,2,2.7,1,0,0.7,0,0,0.7,0,1,1.3,75,0.3,0.3,0.7,0,0.3,0,0,0,1.5,0,0,1.3,0,0,0,0,0,0,1,0.7,0,1,93,72.1,20.9,0,0,0,11.1,16.7,13.3,21,0,39.9,24.8,98.96,2.60,0,100,0,0,0,0,100,0,0,0,0,0,0,0,0
,D.J. Wilson,MIL,21,12,7,5,3.9,0.7,0.3,0.8,44.4,0,0.3,0,0,0,0,0,0.5,0.5,0.2,0.2,0,0,0.4,1.4,0,0,-2.2,0.3,0.2,0.3,0.7,1,0.6,1.2,4,0,0,94,118,-24,6.7,1,15.4,0,20,8.6,15.4,44.4,44.4,11.9,94.68,2.20,66.7,33.3,100,0,0,50,0,50,100,75,25,0,0,75,25
,Damian Jones,GSW,22,1,1,0,1.8,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1.2,0,0,-2,0,0,0,0,0,2,0,2,0,0,100,100,0,0,0,0,100,0,25,0,0,0,0,80,-12.50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Nate Wolters,UTA,26,5,3,2,3.8,0.4,0.2,1.2,16.7,0,0,0,0,0,0,0.2,0.2,0.4,0.2,0,0,0,0.2,1.2,0,0,0.6,0,0,0,0.4,0.6,1,0.6,1.2,0.2,0.2,110.2,106.6,3.5,7.7,0,14.3,5.3,6.7,5.9,0,16.7,16.7,13.8,88.37,-2.60,100,0,100,0,0,0,0,0,100,0,100,0,0,0,100
,John Holland,CLE,29,4,4,0,4.2,0.8,0.3,1,25,0.3,0.5,50,0,0,0,0,0.5,0.5,0,0.3,0,0,0,1.1,0,0,-3,0.8,0,0.8,0,2.5,1.5,0.5,4.5,0,0,69,103.8,-34.8,0,0,0,0,11.8,5.9,20,37.5,37.5,14.3,91.42,1.90,50,50,0,0,100,100,0,100,0,0,0,100,0,100,0
,Ivica Zubac,LAL,20,6,3,3,2.4,0.7,0.3,0.8,40,0,0,0,0,0,0,0.3,0.3,0.7,0,0.3,0,0,0.3,1.1,0,0,-1.2,0,0.3,0,0.7,1,0,0.3,1.3,0,0.2,83.7,114.8,-31.1,0,0,0,12.5,16.7,14.3,28.6,40,40,20.7,97.17,0.00,100,0,100,0,0,0,0,0,100,50,50,0,0,50,50
,Thomas Bryant,LAL,20,1,0,1,4.1,1,0,0,0,0,0,0,1,2,50,0,0,0,0,0,0,0,0,1,0,0,-5,0,0,0,0,2,3,0,8,0,1,106.4,137.5,-31.1,0,0,0,0,0,0,0,0,56.8,13.3,80.83,0.00,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0
,Nicolas Brussino,ATL,24,4,0,4,2.5,0,0,0.5,0,0,0.5,0,0,0,0,0,0.8,0.8,0,0,0,0,0,0.9,0,0,4.3,0,0,0,0,0,0,0,1.5,0,0,114.3,40.5,73.8,0,0,0,0,23.1,16.7,0,0,0,8.7,100.84,4.10,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
,Vander Blue,LAL,25,4,1,3,7,0.5,0.3,0.8,33.3,0,0,0,0,0,0,0,0.3,0.3,0.3,0.5,0,0,0.5,0.7,0,0,2.3,0.5,0,0,0.5,3.8,1.5,0,5.5,0,0,102.1,88,14.1,4.3,0.5,16.7,0,3.8,2.3,33.3,33.3,33.3,7.8,101.71,-2.00,100,0,100,0,0,0,0,100,100,0,100,0,0,0,100
,Jacob Pullen,PHI,28,3,2,1,2,0.7,0.3,0.7,50,0,0.3,0,0,0,0,0,0,0,0,0.3,0,0,0,0.3,0,0,0,0.7,0,0,0,0.7,0.7,0.7,3.3,0,0,71.4,66.7,4.8,0,0,0,0,0,0,33.3,50,50,20,114.41,0.00,50,50,100,100,0,0,0,100,0,100,0,0,0,100,0
,Mindaugas Kuzminskas,NYK,28,1,0,1,1.9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50,90.81,-400.00,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Dwight Buycks,DET,28,1,1,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,106.4,100,6.4,0,0,0,0,0,0,0,0,0,0,85.96,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Tyler Lydon,DEN,21,1,1,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,0,0,0,0,0,2,3,4,0,0,104.2,225,-120.8,0,0,0,0,0,0,0,0,0,0,76.21,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,London Perrantes,CLE,23,1,1,0,2.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-7,0,0,0,0,0,0,1,4,0,0,50,189.1,-139.1,0,0,0,0,0,0,0,0,0,20,81.91,-19.00,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Daniel Hamilton,OKC,22,1,1,0,3.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,0,0,0,0,2,0,1,4,0,0,40,163.9,-123.9,0,0,0,0,0,0,0,0,0,14.3,65.56,-10.00,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Malcolm Miller,TOR,24,2,2,0,3.8,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.5,0,0,0,0,1,0,0,5,0,0,84.5,97.6,-13.2,0,0,0,0,0,0,0,0,0,9.6,115.58,-6.00,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
