,PLAYER,POS,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,PLUSMINUS,2ndPTS,FBPs,PITP,OppPTSOFFTO,Opp2ndPTS,OppFBPs,OppPITP,BLKA,PFD,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST Ratio,OREB%,DREB%,REB%,TO Ratio,eFG%,TS%,USG%,PACE,PIE,%FGA2PT,%FGA3PT,%PTS2PT,%PTS2PTMR,%PTS3PT,%PTSFBPs,%PTSFT,%PTSOffTO,%PTSPITP,2FGM%AST,2FGM%UAST,3FGM%AST,3FGM%UAST,FGM%AST,FGM%UAST,PERIPHERAL,Cluster
254,Shabazz Muhammad,SF,MIN,25,22,12,10,11.4,4.0,1.6,4.1,38.5,0.2,0.9,21.1,0.6,0.8,72.2,0.5,1.2,1.7,0.3,0.1,0.2,0.1,0.9,7.3,0,0,-5.2,0.8,0.7,2.5,4.4,3.0,3.6,12.6,0.2,0.6,100.2,121.3,-21.1,4.3,2.33,6.4,5.4,13.8,9.2,2.8,40.7,44.0,18.2,99.42,4.8,79.1,20.9,71.3,6.9,13.8,18.4,14.9,20.7,64.4,58.1,41.9,100.0,0.0,62.9,37.1,3.3,2
89,Caleb Swanigan,PF,POR,20,15,8,7,8.9,2.6,1.0,2.8,35.7,0.1,0.3,20.0,0.5,0.9,61.5,0.8,1.6,2.4,0.6,0.7,0.3,0.2,1.6,7.2,0,0,-0.8,0.5,0.1,1.7,2.9,1.8,1.7,7.3,0.3,0.7,95.3,103.3,-8.0,11.8,0.82,13.3,10.1,21.8,15.7,16.2,36.9,40.9,19.3,95.84,4.7,88.1,11.9,71.8,5.1,7.7,5.1,20.5,15.4,66.7,64.3,35.7,100.0,0.0,66.7,33.3,4.6,1
319,Malachi Richardson,SG,SAC,22,16,3,13,12.8,3.8,1.2,3.5,33.9,0.6,1.6,36.0,0.8,1.0,81.3,0.2,1.1,1.3,0.6,0.4,0.4,0.0,1.4,7.1,0,0,-1.1,0.0,0.5,0.9,3.4,3.6,2.9,11.1,0.4,0.8,103.1,110.7,-7.6,6.2,1.5,11.5,1.5,10.3,5.7,7.7,42.0,47.6,15.1,96.17,3.7,55.4,44.6,33.3,10.0,45.0,13.3,21.7,20.0,23.3,70.0,30.0,77.8,22.2,73.7,26.3,3.3,6
173,Kay Felder,PG,DET,22,14,4,10,9.6,3.9,1.4,4.7,30.3,0.3,1.3,22.2,0.8,0.9,91.7,0.1,0.9,1.0,1.4,1.1,0.2,0.1,0.8,7.1,0,0,-3.4,0.0,0.0,1.3,4.1,2.6,2.4,9.0,0.3,1.1,91.0,109.1,-18.1,25.6,1.33,18.8,0.8,11.3,5.7,14.1,33.3,38.6,28.2,100.58,3.7,72.7,27.3,58.2,25.5,21.8,0.0,20.0,9.1,32.7,25.0,75.0,75.0,25.0,35.0,65.0,3.1999999999999997,4
10,Jason Smith,C,WAS,31,15,7,8,10.2,3.2,1.3,4.0,31.7,0.1,1.3,5.3,0.6,0.6,100.0,0.9,1.1,2.0,0.2,0.6,0.1,0.5,1.9,7.1,0,0,-0.1,1.0,0.1,1.2,2.7,2.9,2.0,7.1,0.3,0.9,96.7,99.7,-3.0,3.2,0.33,3.9,8.0,11.7,9.8,11.8,32.5,37.5,20.3,100.37,0.4,68.3,31.7,75.0,37.5,6.3,4.2,18.8,10.4,37.5,77.8,22.2,100.0,0.0,78.9,21.1,3.8999999999999995,1
313,Rashad Vaughn,SG,MIL,21,16,8,8,10.2,3.5,1.3,3.0,41.7,0.8,2.1,36.4,0.3,0.4,66.7,0.1,0.9,0.9,0.8,0.1,0.3,0.2,0.8,7.0,0,0,-0.1,0.3,0.1,0.8,3.3,3.5,1.4,9.6,0.1,0.3,109.0,108.3,0.7,10.6,12.0,18.9,0.8,10.3,5.7,1.6,54.2,55.3,14.8,95.19,7.8,31.3,68.8,28.6,7.1,64.3,3.6,7.1,23.2,21.4,87.5,12.5,100.0,0.0,95.0,5.0,3.5,6
88,Henry Ellenson,PF,DET,21,13,7,6,7.7,3.8,1.5,3.8,40.0,0.6,1.6,38.1,0.1,0.1,100.0,0.2,1.8,2.1,0.5,0.6,0.2,0.0,0.6,7.0,0,0,1.5,0.3,0.3,1.5,2.0,1.8,0.9,6.6,0.0,0.3,96.4,88.3,8.1,10.9,0.75,9.3,3.1,24.5,13.8,12.4,48.0,48.6,25.9,100.01,11.8,58.0,42.0,49.0,8.2,49.0,8.2,2.0,34.7,40.8,41.7,58.3,100.0,0.0,65.0,35.0,3.2,7
97,Okaro White,PF,MIA,25,6,2,4,13.3,3.3,1.2,2.7,43.8,0.7,1.8,36.4,0.3,0.5,66.7,0.5,1.3,1.8,0.3,0.2,0.2,0.2,1.0,6.9,0,0,-0.2,0.8,0.5,0.7,5.3,3.0,2.7,14.7,0.2,1.0,102.5,103.0,-0.5,3.4,2.0,9.8,4.5,11.0,7.9,4.9,56.3,57.7,10.5,98.32,5.7,31.3,68.8,30.0,10.0,60.0,15.0,10.0,35.0,20.0,33.3,66.7,100.0,0.0,71.4,28.6,3.6000000000000005,2
2,Dakari Johnson,C,OKC,22,15,9,6,7.5,2.5,1.0,1.9,53.6,0.0,0.0,0.0,0.5,0.9,57.1,0.6,0.7,1.3,0.5,0.3,0.3,0.4,1.3,6.9,0,0,1.8,0.6,0.4,1.6,2.1,0.8,1.5,4.7,0.1,0.7,103.4,91.1,12.3,11.3,2.0,17.3,8.9,12.0,10.4,8.7,53.6,55.6,15.0,96.86,7.7,100.0,0.0,78.9,15.8,0.0,15.8,21.1,31.6,63.2,66.7,33.3,0.0,0.0,66.7,33.3,4.4,7
318,Danuel House,SG,PHX,24,7,3,4,12.7,4.4,1.3,3.6,36.0,0.3,1.9,15.4,1.6,1.6,100.0,0.0,1.3,1.3,0.6,0.4,0.1,0.0,0.9,6.8,0,0,5.3,0.4,1.0,1.7,2.6,3.7,2.1,9.1,0.3,1.1,117.2,96.6,20.6,6.3,1.33,10.9,0.0,11.3,5.8,8.1,40.0,51.9,16.3,100.86,5.9,48.0,52.0,45.2,6.5,19.4,22.6,35.5,16.1,38.7,28.6,71.4,50.0,50.0,33.3,66.7,2.3999999999999995,0
174,Quinn Cook,PG,GSW,24,10,8,2,10.3,3.2,1.3,2.9,44.8,0.5,1.4,35.7,0.1,0.1,100.0,0.2,0.9,1.1,1.6,0.3,0.0,0.0,0.9,6.6,0,0,-1.1,0.0,0.9,1.0,3.9,3.9,2.5,10.4,0.3,0.1,100.2,107.1,-6.9,24.2,5.33,33.0,2.5,10.3,6.6,6.2,53.4,54.3,14.8,95.48,7.8,51.7,48.3,50.0,18.8,46.9,28.1,3.1,6.3,31.3,50.0,50.0,100.0,0.0,69.2,30.8,3.3999999999999995,0
315,Jason Terry,SG,MIL,40,10,5,5,11.1,1.5,0.6,1.9,31.6,0.1,1.2,8.3,0.2,0.2,100.0,0.0,0.9,0.9,0.6,0.4,0.7,0.4,0.7,6.4,0,0,-3.6,0.2,0.0,0.4,3.5,1.0,1.3,11.2,0.0,0.1,95.7,110.0,-14.4,8.2,1.5,20.1,0.0,12.5,5.5,13.4,34.2,37.7,10.5,95.01,3.6,36.8,63.2,66.7,40.0,20.0,0.0,13.3,13.3,26.7,60.0,40.0,100.0,0.0,66.7,33.3,4.9,6
170,Josh Magette,PG,ATL,28,8,2,6,8.0,1.6,0.5,1.5,33.3,0.1,0.5,25.0,0.5,0.5,100.0,0.1,0.6,0.8,2.1,0.3,0.3,0.0,0.8,6.2,0,0,0.6,0.0,0.4,0.0,1.4,1.4,0.3,7.0,0.0,0.6,95.1,92.2,2.9,41.5,8.5,51.9,1.8,8.9,5.3,6.1,37.5,47.2,11.3,96.22,10.9,66.7,33.3,46.2,46.2,23.1,23.1,30.8,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,4.6,4
312,Malik Beasley,SG,DEN,21,31,17,14,10.0,3.4,1.3,3.2,40.8,0.4,1.3,31.7,0.4,0.6,66.7,0.3,1.1,1.4,0.5,0.5,0.2,0.1,0.7,6.1,0,0,0.8,0.6,0.7,1.3,4.4,2.3,1.9,8.5,0.2,0.6,106.2,104.0,2.2,7.8,1.13,12.3,3.0,11.9,7.4,10.9,47.4,49.6,16.3,100.43,6.0,58.2,41.8,51.4,13.3,37.1,21.0,11.4,19.0,38.1,70.4,29.6,84.6,15.4,75.0,25.0,2.6999999999999997,6
85,Chris McCullough,PF,WAS,22,10,7,3,5.8,3.2,1.3,3.0,43.3,0.1,0.6,16.7,0.5,0.8,62.5,0.5,1.3,1.8,0.1,0.0,0.0,0.2,0.8,6.1,0,0,-0.8,0.2,0.6,1.8,1.8,1.2,1.3,5.6,0.1,0.4,103.8,107.9,-4.1,3.4,0.0,2.9,8.8,24.1,16.2,0.0,45.0,47.7,23.7,104.01,10.7,80.0,20.0,75.0,18.8,9.4,18.8,15.6,18.8,56.3,91.7,8.3,100.0,0.0,92.3,7.7,2.8999999999999995,1
172,Gary Payton II,PG,LAL,25,12,6,6,8.8,2.5,1.1,2.8,39.4,0.2,1.0,16.7,0.2,0.3,66.7,0.3,1.1,1.4,0.8,0.3,0.3,0.1,1.4,6.1,0,0,1.0,0.5,0.3,1.8,2.8,1.8,1.4,7.0,0.3,0.2,109.2,104.3,4.9,11.8,3.0,19.4,4.9,15.3,10.2,6.5,42.4,43.7,15.8,97.86,4.3,63.6,36.4,73.3,0.0,20.0,13.3,6.7,33.3,73.3,54.5,45.5,100.0,0.0,61.5,38.5,3.5999999999999996,6
90,TJ Leaf,PF,IND,20,27,15,12,9.4,3.1,1.3,2.9,45.5,0.4,0.9,47.8,0.1,0.3,42.9,0.7,1.0,1.7,0.2,0.2,0.2,0.1,1.0,6.0,0,0,-2.4,0.7,0.3,1.5,3.3,3.0,2.0,10.3,0.2,0.3,100.5,113.0,-12.5,3.4,1.0,6.5,8.0,12.7,10.1,6.5,52.6,52.4,14.0,102.35,5.6,70.1,29.9,57.1,9.5,39.3,8.3,3.6,17.9,47.6,37.5,62.5,100.0,0.0,57.1,42.9,2.9,3
102,Semi Ojeleye,PF,BOS,23,35,26,9,14.2,2.6,0.8,2.5,33.0,0.6,1.9,30.9,0.4,0.6,61.9,0.6,1.5,2.0,0.2,0.3,0.3,0.0,0.9,6.0,0,0,-2.4,0.4,0.2,0.4,4.4,3.3,2.6,13.6,0.1,0.5,99.0,104.5,-5.6,2.4,0.73,6.9,4.2,11.8,7.8,9.5,44.9,47.3,9.9,96.17,3.7,22.7,77.3,17.4,2.2,68.5,7.6,14.1,19.6,15.2,87.5,12.5,95.2,4.8,93.1,6.9,3.4,2
311,Damyean Dotson,SG,NYK,23,18,6,12,9.5,3.0,1.3,2.7,46.9,0.3,1.1,30.0,0.1,0.2,66.7,0.2,1.2,1.4,0.5,0.2,0.2,0.1,0.7,5.9,0,0,-1.8,0.0,0.3,0.7,4.4,2.7,2.7,8.7,0.1,0.3,93.1,104.3,-11.3,7.9,2.25,14.2,2.6,14.3,8.4,6.3,53.1,53.7,13.5,100.57,8.0,59.2,40.8,63.0,40.7,33.3,9.3,3.7,20.4,22.2,76.5,23.5,100.0,0.0,82.6,17.4,2.9000000000000004,3
308,Sterling Brown,SG,MIL,22,10,4,6,6.9,2.2,1.0,2.4,41.7,0.2,0.6,33.3,0.0,0.0,0.0,0.5,0.8,1.3,0.2,0.3,0.5,0.1,1.3,5.6,0,0,1.1,0.6,0.2,0.8,1.7,2.0,0.9,6.2,0.3,0.1,104.7,98.8,5.9,4.3,0.67,6.9,8.2,14.3,11.1,10.3,45.8,45.8,17.0,99.4,4.3,75.0,25.0,72.7,36.4,27.3,9.1,0.0,40.9,36.4,25.0,75.0,100.0,0.0,40.0,60.0,3.3999999999999995,6
87,Cheick Diallo,PF,NOP,21,18,8,10,6.9,2.6,1.2,2.1,56.8,0.0,0.0,0.0,0.3,0.5,55.6,0.6,1.7,2.2,0.2,0.4,0.1,0.1,1.3,5.5,0,0,-3.9,0.4,0.1,1.9,3.9,2.6,1.9,7.1,0.1,0.4,96.3,119.8,-23.5,5.1,0.5,7.6,8.1,26.3,16.9,15.1,56.8,57.4,16.6,103.73,7.4,100.0,0.0,89.4,17.0,0.0,4.3,10.6,12.8,72.3,81.0,19.0,0.0,0.0,81.0,19.0,2.9,1
252,Quincy Pondexter,SF,CHI,29,18,5,13,9.7,2.4,0.7,2.6,28.3,0.2,1.2,13.6,0.8,0.9,82.4,0.4,0.8,1.3,0.4,0.6,0.4,0.1,1.2,5.4,0,0,-4.9,0.3,0.6,1.0,3.7,2.1,2.0,8.1,0.2,0.4,84.3,111.3,-27.0,6.9,0.64,9.8,4.4,10.4,7.0,15.4,31.5,40.2,16.1,99.67,1.3,52.2,47.8,46.5,4.7,20.9,23.3,32.6,37.2,41.9,70.0,30.0,100.0,0.0,76.9,23.1,3.0000000000000004,2
246,Derrick Jones Jr.,SF,MIA,20,6,0,6,5.5,1.5,0.3,0.7,50.0,0.0,0.3,0.0,0.8,1.0,83.3,0.3,0.3,0.7,0.5,0.2,0.2,0.7,0.3,5.4,0,0,-0.3,0.3,0.3,0.7,1.7,1.5,1.2,5.3,0.0,0.8,102.9,103.6,-0.6,13.6,3.0,28.2,7.1,7.7,7.4,9.4,50.0,67.8,9.6,105.74,10.1,50.0,50.0,44.4,0.0,0.0,22.2,55.6,22.2,44.4,50.0,50.0,0.0,0.0,50.0,50.0,3.9000000000000004,7
320,Arron Afflalo,SG,ORL,32,26,8,18,13.4,2.7,0.9,2.8,32.9,0.3,1.1,24.1,0.5,0.7,77.8,0.1,1.2,1.3,0.5,0.3,0.1,0.2,1.1,5.3,0,0,-3.0,0.1,0.0,0.7,5.8,4.0,4.0,13.1,0.1,0.5,98.0,109.0,-11.0,5.0,1.5,11.9,1.0,9.4,5.4,7.9,37.7,42.6,11.3,98.95,2.3,60.3,39.7,49.3,23.2,30.4,0.0,20.3,20.3,26.1,70.6,29.4,85.7,14.3,75.0,25.0,2.5999999999999996,2
310,Gian Clavell,SG,DAL,24,7,0,7,9.1,2.9,0.9,2.6,33.3,0.9,2.1,40.0,0.3,0.3,100.0,0.1,0.9,1.0,0.4,0.3,0.3,0.0,1.1,5.3,0,0,3.1,0.4,0.0,0.0,3.1,2.1,0.9,6.3,0.0,0.9,105.1,90.4,14.7,7.1,1.5,12.6,1.7,11.1,6.2,8.4,50.0,53.0,15.0,99.71,4.5,16.7,83.3,0.0,0.0,90.0,0.0,10.0,15.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,2.4,2
166,Derrick White,PG,SAS,23,7,3,4,6.7,1.3,0.4,1.0,42.9,0.0,0.0,0.0,0.4,0.9,50.0,0.3,1.0,1.3,0.4,0.4,0.4,0.3,0.7,5.2,0,0,2.1,0.1,0.3,0.6,1.6,2.0,1.4,6.0,0.0,0.7,95.9,71.5,24.4,10.0,1.0,19.2,4.3,13.2,9.1,19.2,42.9,46.7,11.9,103.48,8.6,100.0,0.0,66.7,22.2,0.0,22.2,33.3,55.6,44.4,0.0,100.0,0.0,0.0,0.0,100.0,3.9000000000000004,4
94,Dorian Finney-Smith,PF,DAL,24,8,2,6,11.7,3.3,1.3,2.8,45.5,0.6,1.8,35.7,0.1,0.3,50.0,0.6,0.6,1.3,0.6,0.9,0.0,0.1,1.6,5.2,0,0,-1.0,0.5,0.4,1.0,2.9,3.3,2.8,7.5,0.1,0.1,96.0,101.4,-5.4,9.1,0.71,14.3,4.9,5.9,5.3,20.1,56.8,56.8,13.9,96.14,2.0,36.4,63.6,38.5,7.7,57.7,11.5,3.8,19.2,30.8,80.0,20.0,100.0,0.0,90.0,10.0,1.9000000000000004,3
168,Derrick Walton Jr.,PG,MIA,22,9,3,6,7.9,2.0,0.6,1.3,41.7,0.4,0.9,50.0,0.4,0.4,100.0,0.0,0.6,0.6,1.3,0.2,0.1,0.1,0.3,5.1,0,0,-2.7,0.3,0.0,0.0,2.2,1.9,1.4,7.3,0.0,0.4,107.4,127.2,-19.8,24.0,6.0,43.2,0.0,8.9,4.6,7.2,58.3,65.4,11.0,91.16,8.1,33.3,66.7,11.1,11.1,66.7,0.0,22.2,0.0,0.0,0.0,100.0,75.0,25.0,60.0,40.0,3.0999999999999996,4
163,Tyler Ennis,PG,LAL,23,14,4,10,6.0,1.9,0.8,1.9,40.7,0.0,0.4,0.0,0.4,0.4,83.3,0.1,0.8,0.9,0.8,0.3,0.3,0.1,0.6,4.9,0,0,0.7,0.0,0.4,1.3,2.6,1.5,1.6,5.1,0.1,0.6,103.9,94.1,9.8,18.6,2.75,24.6,1.4,13.6,7.7,9.0,40.7,45.5,17.5,102.46,8.4,81.5,18.5,81.5,14.8,0.0,22.2,18.5,14.8,66.7,36.4,63.6,0.0,0.0,36.4,63.6,3.0000000000000004,4
169,Briante Weber,PG,HOU,25,6,4,2,8.0,0.3,0.2,0.8,20.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.7,0.2,0.5,0.3,1.3,4.9,0,0,-4.8,0.0,0.3,0.3,2.5,2.3,2.8,8.3,0.0,0.0,96.2,125.6,-29.4,13.8,4.0,40.0,0.0,15.0,6.7,10.0,20.0,20.0,5.3,99.1,1.7,80.0,20.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,0.0,4.6000000000000005,0
251,Cedi Osman,SF,CLE,22,26,18,8,7.8,2.1,0.8,1.8,46.8,0.3,0.8,40.0,0.1,0.2,50.0,0.2,1.3,1.5,0.2,0.3,0.3,0.0,1.2,4.8,0,0,-0.1,0.2,0.4,0.9,2.6,2.2,1.5,6.8,0.1,0.3,107.3,106.6,0.6,3.6,0.56,8.0,3.6,17.4,11.0,14.3,55.3,55.4,13.2,97.17,4.7,57.4,42.6,51.9,7.4,44.4,18.5,3.7,14.8,44.4,50.0,50.0,100.0,0.0,68.2,31.8,2.6999999999999997,3
5,Omer Asik,C,NOP,31,9,5,4,8.4,1.4,0.6,1.3,41.7,0.0,0.0,0.0,0.3,0.4,75.0,0.4,2.2,2.7,0.2,0.2,0.0,0.0,0.6,4.8,0,0,1.2,0.4,0.0,0.7,3.9,1.8,2.8,8.2,0.2,0.6,115.6,107.7,7.9,3.0,1.0,11.3,6.3,27.8,17.6,11.3,41.7,47.2,9.1,102.06,6.5,100.0,0.0,76.9,30.8,0.0,0.0,23.1,15.4,46.2,100.0,0.0,0.0,0.0,100.0,0.0,3.4,1
250,Abdel Nader,SF,BOS,24,17,13,4,7.5,1.9,0.8,2.1,36.1,0.4,1.1,31.6,0.0,0.1,0.0,0.1,0.6,0.8,0.4,0.4,0.3,0.2,0.6,4.3,0,0,-4.2,0.6,0.2,0.8,2.9,1.6,1.5,6.8,0.1,0.1,93.7,121.1,-27.4,7.8,0.86,12.1,1.8,10.2,5.9,14.2,44.4,43.9,15.2,97.89,3.3,47.2,52.8,43.8,0.0,56.3,9.4,0.0,6.3,43.8,57.1,42.9,100.0,0.0,76.9,23.1,2.4,2
86,Joel Bolomboy,PF,MIL,23,6,3,3,6.3,1.5,0.5,1.0,50.0,0.0,0.2,0.0,0.5,1.0,50.0,1.0,0.7,1.7,0.0,0.3,0.3,0.0,0.5,4.2,0,0,-2.0,0.8,0.3,0.7,3.0,1.0,1.7,4.7,0.2,0.5,80.7,98.5,-17.7,0.0,0.0,0.0,15.8,13.3,14.7,18.8,50.0,52.1,11.9,97.97,7.0,83.3,16.7,66.7,22.2,0.0,22.2,33.3,0.0,44.4,100.0,0.0,0.0,0.0,100.0,0.0,2.7,1
165,Joe Young,PG,IND,25,18,9,9,6.3,2.6,1.1,2.5,42.2,0.1,0.7,15.4,0.4,0.6,63.6,0.2,0.5,0.7,0.6,0.3,0.1,0.0,0.4,4.1,0,0,-1.1,0.3,0.2,1.2,1.1,1.6,1.4,6.4,0.2,0.7,99.6,109.8,-10.1,12.8,1.67,15.2,2.6,10.2,5.9,9.1,44.4,47.2,21.1,98.94,6.1,71.1,28.9,72.3,25.5,12.8,8.5,14.9,19.1,46.8,11.8,88.2,100.0,0.0,21.1,78.9,1.4999999999999996,0
306,Antonius Cleveland,SG,DAL,23,13,5,8,6.2,0.8,0.3,1.1,28.6,0.0,0.1,0.0,0.2,0.3,50.0,0.2,0.6,0.8,0.2,0.2,0.5,0.3,0.8,4.1,0,0,-2.2,0.2,0.0,0.3,1.8,1.6,2.2,5.4,0.1,0.3,88.3,99.1,-10.8,3.8,1.0,10.1,2.6,10.8,6.6,10.1,28.6,31.7,10.0,98.73,1.6,92.9,7.1,80.0,40.0,0.0,0.0,20.0,0.0,40.0,50.0,50.0,0.0,0.0,50.0,50.0,3.3,6
249,Jake Layman,SF,POR,23,14,8,6,6.6,1.6,0.6,2.1,31.0,0.1,0.8,18.2,0.1,0.1,100.0,0.1,0.6,0.8,0.3,0.1,0.2,0.1,0.8,3.9,0,0,-0.1,0.3,0.2,0.7,2.9,2.3,1.1,6.3,0.0,0.1,98.1,108.1,-10.0,5.8,4.0,11.5,2.5,12.7,7.2,2.9,34.5,36.8,14.3,98.32,2.5,62.1,37.9,63.6,18.2,27.3,13.6,9.1,31.8,45.5,71.4,28.6,100.0,0.0,77.8,22.2,2.3,6
164,Bobby Brown,PG,HOU,33,18,16,2,6.0,2.6,0.9,3.0,31.5,0.6,2.1,28.9,0.1,0.1,50.0,0.0,0.4,0.4,0.6,0.4,0.2,0.0,0.3,3.9,0,0,-3.2,0.2,0.0,0.2,2.5,0.7,1.3,5.3,0.1,0.1,92.2,115.4,-23.2,18.9,1.25,13.7,0.0,7.4,3.5,11.0,41.7,41.9,25.7,99.95,3.5,29.6,70.4,26.1,17.4,71.7,0.0,2.2,21.7,8.7,0.0,100.0,27.3,72.7,17.6,82.4,1.2999999999999998,0
84,Nick Collison,PF,OKC,37,7,3,4,5.6,1.9,0.7,0.9,83.3,0.0,0.0,0.0,0.4,0.6,75.0,0.4,1.0,1.4,0.4,0.3,0.0,0.0,0.7,3.9,0,0,1.9,0.3,0.3,1.4,1.3,1.6,1.3,3.4,0.0,0.9,109.2,95.2,14.0,10.7,1.5,23.5,9.7,20.6,15.4,15.7,83.3,83.8,11.0,97.35,11.8,100.0,0.0,76.9,0.0,0.0,15.4,23.1,0.0,76.9,80.0,20.0,0.0,0.0,80.0,20.0,2.0,5
167,Lorenzo Brown,PG,TOR,27,8,6,2,6.8,0.5,0.3,1.1,22.2,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.1,1.1,0.6,0.0,0.4,0.0,0.4,3.9,0,0,1.1,0.0,0.0,0.3,2.0,1.8,1.5,5.8,0.0,0.0,95.6,83.9,11.7,14.3,0.0,35.7,0.0,16.7,9.9,0.0,22.2,22.2,8.4,92.44,7.3,55.6,44.4,100.0,50.0,0.0,0.0,0.0,0.0,50.0,0.0,100.0,0.0,0.0,0.0,100.0,3.4,4
307,Tyler Dorsey,SG,ATL,21,10,0,10,6.3,2.2,0.7,2.0,35.0,0.5,1.4,35.7,0.3,0.4,75.0,0.1,0.7,0.8,0.3,0.5,0.1,0.1,0.1,3.7,0,0,2.4,0.6,0.2,0.2,2.1,1.1,1.3,4.4,0.1,0.5,105.2,91.2,14.0,8.1,0.6,10.1,2.1,12.7,7.8,16.8,47.5,50.6,19.6,94.38,7.1,30.0,70.0,18.2,9.1,68.2,9.1,13.6,13.6,9.1,50.0,50.0,80.0,20.0,71.4,28.6,1.5,6
305,Furkan Korkmaz,SG,PHI,20,6,3,3,5.3,1.5,0.5,2.0,25.0,0.2,1.3,12.5,0.3,0.3,100.0,0.3,0.7,1.0,0.3,0.2,0.2,0.0,0.7,3.5,0,0,-0.5,0.3,0.3,0.7,2.0,0.7,0.8,5.7,0.0,0.2,102.6,111.9,-9.3,9.1,2.0,12.6,5.0,19.0,9.8,6.3,29.2,34.9,16.5,105.75,2.3,33.3,66.7,44.4,0.0,33.3,22.2,22.2,77.8,44.4,50.0,50.0,100.0,0.0,66.7,33.3,2.0,6
171,Alex Caruso,PG,LAL,23,6,2,4,8.5,0.7,0.3,0.8,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,1.0,0.7,0.0,0.2,0.8,2.8,0,0,-2.7,0.0,0.0,0.3,6.0,2.8,4.7,11.3,0.0,0.0,102.8,115.3,-12.5,14.3,1.5,40.0,0.0,11.4,5.3,26.7,40.0,40.0,7.2,109.16,1.1,100.0,0.0,100.0,50.0,0.0,0.0,0.0,50.0,50.0,50.0,50.0,0.0,0.0,50.0,50.0,2.0999999999999996,4
162,Demetrius Jackson,PG,PHI,23,12,9,3,5.2,0.7,0.3,1.2,28.6,0.0,0.5,0.0,0.0,0.0,0.0,0.3,0.6,0.9,0.4,0.8,0.3,0.1,0.5,2.8,0,0,-2.3,0.2,0.0,0.7,2.2,0.6,0.3,3.8,0.2,0.1,78.7,97.4,-18.6,15.6,0.5,17.2,6.1,13.0,9.2,34.5,28.6,28.6,17.4,95.9,0.3,57.1,42.9,100.0,0.0,0.0,0.0,0.0,50.0,100.0,25.0,75.0,0.0,0.0,25.0,75.0,2.0999999999999996,7
248,Richard Jefferson,SF,DEN,37,9,5,4,6.4,1.2,0.4,1.4,30.8,0.1,0.6,20.0,0.2,0.6,40.0,0.0,0.3,0.3,0.8,0.0,0.0,0.0,0.3,2.8,0,0,-3.0,0.0,0.0,0.7,2.9,1.9,1.8,6.0,0.1,0.4,90.4,116.4,-26.0,20.6,0.0,31.5,0.0,5.8,2.8,0.0,34.6,36.2,11.7,98.54,3.1,61.5,38.5,54.5,0.0,27.3,0.0,18.2,18.2,54.5,33.3,66.7,100.0,0.0,50.0,50.0,1.5999999999999999,0
247,Damien Wilkins,SF,IND,38,16,9,7,6.1,1.1,0.5,1.4,34.8,0.0,0.6,0.0,0.1,0.1,50.0,0.3,0.4,0.7,0.4,0.3,0.1,0.0,0.3,2.6,0,0,-0.4,0.4,0.1,0.9,1.5,1.5,1.3,7.3,0.0,0.1,103.3,109.8,-6.6,7.7,1.5,17.7,4.2,8.4,6.1,11.8,34.8,35.6,12.0,98.72,2.4,60.9,39.1,94.1,11.8,0.0,5.9,5.9,5.9,82.4,25.0,75.0,0.0,0.0,25.0,75.0,1.5,0
309,Terrance Ferguson,SG,OKC,19,20,11,9,7.1,1.4,0.6,1.6,38.7,0.1,0.8,13.3,0.1,0.1,50.0,0.2,0.2,0.4,0.1,0.2,0.3,0.1,0.9,2.5,0,0,-0.7,0.0,0.3,0.5,2.6,1.1,1.5,5.9,0.1,0.2,97.3,105.2,-7.9,1.1,0.25,2.7,2.3,4.1,3.0,10.8,41.9,42.3,11.3,93.31,-0.7,51.6,48.4,74.1,37.0,22.2,22.2,3.7,14.8,37.0,80.0,20.0,100.0,0.0,83.3,16.7,1.1,2
0,Udonis Haslem,C,MIA,37,7,3,4,5.8,0.3,0.1,0.4,33.3,0.0,0.1,0.0,0.0,0.0,0.0,0.3,0.4,0.7,0.4,0.3,0.0,0.1,0.3,1.9,0,0,1.7,0.0,0.0,0.3,1.1,1.9,0.6,4.3,0.0,0.3,112.7,92.5,20.2,10.7,1.5,37.5,6.1,8.3,7.2,25.0,33.3,33.3,6.1,90.32,2.7,66.7,33.3,100.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,0.0,1.5999999999999999,5
